STT,Từ khóa,Mã loại,Tên loại,Danh_sach_tu_khoa,Danh_sach_tu_khoa_chuan,Text_TFIDF
287,"quản lý nhân sự khách sạn năm sao, vị trí lễ tân hoặc chăm sóc khách hàng, tiền tip cao và môi trường quốc tế, phí đào tạo nghiệp vụ khách sạn, phí cấp thẻ nhân viên nội bộ, hoàn tất thủ tục trước khi ký hợp đồng thử việc",4,Giả mạo nhà tuyển dụng,"[""quản_lý_nhân_sự_khách_sạn_năm_sao"", ""vị_trí_lễ_tân_hoặc_chăm_sóc_khách_hàng"", ""tiền_tip_cao_và_môi_trường_quốc_tế"", ""phí_đào_tạo_nghiệp_vụ_khách_sạn"", ""phí_cấp_thẻ_nhân_viên_nội_bộ"", ""hoàn_tất_thủ_tục_trước_khi_ký_hợp_đồng_thử_việc""]","[""quản_lý"", ""nhân_sự"", ""khách_sạn"", ""năm"", ""sao"", ""vị_trí"", ""lễ_tân"", ""hoặc"", ""chăm_sóc"", ""khách_hàng"", ""tiền"", ""tip"", ""cao"", ""và"", ""môi_trường"", ""quốc_tế"", ""phí"", ""đào_tạo"", ""nghiệp_vụ"", ""cấp"", ""thẻ"", ""nhân_viên"", ""nội_bộ"", ""hoàn_tất"", ""thủ_tục"", ""trước"", ""khi"", ""ký"", ""hợp_đồng"", ""thử"", ""việc""]",quản_lý nhân_sự khách_sạn năm sao vị_trí lễ_tân hoặc chăm_sóc khách_hàng tiền tip cao và môi_trường quốc_tế phí đào_tạo nghiệp_vụ cấp thẻ nhân_viên nội_bộ hoàn_tất thủ_tục trước khi ký hợp_đồng thử việc
288,"nhân viên điều phối sự kiện, công ty tổ chức sự kiện lớn, tham gia nhiều chương trình lớn, phí đồng phục sự kiện, khóa đào tạo kỹ năng giao tiếp, tuyển số lượng giới hạn, giữ vị trí bằng cách chuyển khoản ngay",4,Giả mạo nhà tuyển dụng,"[""nhân_viên_điều_phối_sự_kiện"", ""công_ty_tổ_chức_sự_kiện_lớn"", ""tham_gia_nhiều_chương_trình_lớn"", ""phí_đồng_phục_sự_kiện"", ""khóa_đào_tạo_kỹ_năng_giao_tiếp"", ""tuyển_số_lượng_giới_hạn"", ""giữ_vị_trí_bằng_cách_chuyển_khoản_ngay""]","[""nhân_viên"", ""điều_phối"", ""sự_kiện"", ""công_ty"", ""tổ_chức"", ""lớn"", ""tham_gia"", ""nhiều"", ""chương_trình"", ""phí"", ""đồng_phục"", ""khóa"", ""đào_tạo"", ""kỹ_năng"", ""giao_tiếp"", ""tuyển"", ""số_lượng"", ""giới_hạn"", ""giữ"", ""vị_trí"", ""bằng"", ""cách"", ""chuyển_khoản"", ""ngay""]",nhân_viên điều_phối sự_kiện công_ty tổ_chức lớn tham_gia nhiều chương_trình phí đồng_phục khóa đào_tạo kỹ_năng giao_tiếp tuyển số_lượng giới_hạn giữ vị_trí bằng cách chuyển_khoản ngay
289,"đại diện tuyển dụng phòng khám quốc tế, vị trí trợ lý y khoa, phí xác minh chứng chỉ hành nghề, phí kiểm tra hồ sơ lý lịch nội bộ, quy trình bắt buộc trước khi ký hợp đồng chính thức, môi trường chuyên nghiệp ngành y tế",4,Giả mạo nhà tuyển dụng,"[""đại_diện_tuyển_dụng_phòng_khám_quốc_tế"", ""vị_trí_trợ_lý_y_khoa"", ""phí_xác_minh_chứng_chỉ_hành_nghề"", ""phí_kiểm_tra_hồ_sơ_lý_lịch_nội_bộ"", ""quy_trình_bắt_buộc_trước_khi_ký_hợp_đồng_chính_thức"", ""môi_trường_chuyên_nghiệp_ngành_y_tế""]","[""đại_diện"", ""tuyển_dụng"", ""phòng_khám"", ""quốc_tế"", ""vị_trí"", ""trợ_lý"", ""y_khoa"", ""phí"", ""xác_minh"", ""chứng_chỉ"", ""hành_nghề"", ""kiểm_tra"", ""hồ_sơ"", ""lý_lịch"", ""nội_bộ"", ""quy_trình"", ""bắt_buộc"", ""trước"", ""khi"", ""ký"", ""hợp_đồng"", ""chính_thức"", ""môi_trường"", ""chuyên_nghiệp"", ""ngành"", ""y_tế""]",đại_diện tuyển_dụng phòng_khám quốc_tế vị_trí trợ_lý y_khoa phí xác_minh chứng_chỉ hành_nghề kiểm_tra hồ_sơ lý_lịch nội_bộ quy_trình bắt_buộc trước khi ký hợp_đồng chính_thức môi_trường chuyên_nghiệp ngành y_tế
290,"trưởng bộ phận nhân sự công ty logistics quốc tế, nhân viên điều phối đơn hàng xuất nhập khẩu, phí đào tạo quy trình hải quan, phí kích hoạt tài khoản hệ thống quản lý đơn hàng, cơ hội làm việc với đối tác nước ngoài, hoàn tất thanh toán trong ngày, chuyển vị trí cho ứng viên khác",4,Giả mạo nhà tuyển dụng,"[""trưởng_bộ_phận_nhân_sự_công_ty_logistics_quốc_tế"", ""nhân_viên_điều_phối_đơn_hàng_xuất_nhập_khẩu"", ""phí_đào_tạo_quy_trình_hải_quan"", ""phí_kích_hoạt_tài_khoản_hệ_thống_quản_lý_đơn_hàng"", ""cơ_hội_làm_việc_với_đối_tác_nước_ngoài"", ""hoàn_tất_thanh_toán_trong_ngày"", ""chuyển_vị_trí_cho_ứng_viên_khác""]","[""trưởng"", ""bộ_phận"", ""nhân_sự"", ""công_ty"", ""logistics"", ""quốc_tế"", ""nhân_viên"", ""điều_phối"", ""đơn"", ""hàng"", ""xuất"", ""nhập_khẩu"", ""phí"", ""đào_tạo"", ""quy_trình"", ""hải_quan"", ""kích_hoạt"", ""tài_khoản"", ""hệ_thống"", ""quản_lý"", ""cơ_hội"", ""làm_việc"", ""với"", ""đối_tác"", ""nước_ngoài"", ""hoàn_tất"", ""thanh_toán"", ""trong"", ""ngày"", ""chuyển"", ""vị_trí"", ""cho"", ""ứng_viên"", ""khác""]",trưởng bộ_phận nhân_sự công_ty logistics quốc_tế nhân_viên điều_phối đơn hàng xuất nhập_khẩu phí đào_tạo quy_trình hải_quan kích_hoạt tài_khoản hệ_thống quản_lý cơ_hội làm_việc với đối_tác nước_ngoài hoàn_tất thanh_toán trong ngày chuyển vị_trí cho ứng_viên khác
291,"chuyên viên tuyển dụng ngân hàng thương mại cổ phần, vị trí giao dịch viên hoặc tư vấn tín dụng, thưởng hiệu suất cao và cơ hội thăng tiến, phí kiểm tra nghiệp vụ ngân hàng, phí mở tài khoản nội bộ phục vụ đào tạo, ký hợp đồng thử việc, chuyển khoản trong ngày để giữ hồ sơ",4,Giả mạo nhà tuyển dụng,"[""chuyên_viên_tuyển_dụng_ngân_hàng_thương_mại_cổ_phần"", ""vị_trí_giao_dịch_viên_hoặc_tư_vấn_tín_dụng"", ""thưởng_hiệu_suất_cao_và_cơ_hội_thăng_tiến"", ""phí_kiểm_tra_nghiệp_vụ_ngân_hàng"", ""phí_mở_tài_khoản_nội_bộ_phục_vụ_đào_tạo"", ""ký_hợp_đồng_thử_việc"", ""chuyển_khoản_trong_ngày_để_giữ_hồ_sơ""]","[""chuyên_viên"", ""tuyển_dụng"", ""ngân_hàng"", ""thương_mại"", ""cổ_phần"", ""vị_trí"", ""giao_dịch_viên"", ""hoặc"", ""tư_vấn"", ""tín_dụng"", ""thưởng"", ""hiệu_suất"", ""cao"", ""và"", ""cơ_hội"", ""thăng_tiến"", ""phí"", ""kiểm_tra"", ""nghiệp_vụ"", ""mở"", ""tài_khoản"", ""nội_bộ"", ""phục_vụ"", ""đào_tạo"", ""ký"", ""hợp_đồng"", ""thử"", ""việc"", ""chuyển_khoản"", ""trong"", ""ngày"", ""để"", ""giữ"", ""hồ_sơ""]",chuyên_viên tuyển_dụng ngân_hàng thương_mại cổ_phần vị_trí giao_dịch_viên hoặc tư_vấn tín_dụng thưởng hiệu_suất cao và cơ_hội thăng_tiến phí kiểm_tra nghiệp_vụ mở tài_khoản nội_bộ phục_vụ đào_tạo ký hợp_đồng thử việc chuyển_khoản trong ngày để giữ hồ_sơ
292,"quản lý tuyển dụng chuỗi siêu thị lớn, vị trí nhân viên thu ngân hoặc nhân viên kho, phụ cấp tăng ca, phí may đồng phục, phí làm thẻ nhân viên trước khi đi làm, hoàn tất thanh toán trong hai ngày, chuyển cơ hội cho người khác",4,Giả mạo nhà tuyển dụng,"[""quản_lý_tuyển_dụng_chuỗi_siêu_thị_lớn"", ""vị_trí_nhân_viên_thu_ngân_hoặc_nhân_viên_kho"", ""phụ_cấp_tăng_ca"", ""phí_may_đồng_phục"", ""phí_làm_thẻ_nhân_viên_trước_khi_đi_làm"", ""hoàn_tất_thanh_toán_trong_hai_ngày"", ""chuyển_cơ_hội_cho_người_khác""]","[""quản_lý"", ""tuyển_dụng"", ""chuỗi"", ""siêu_thị"", ""lớn"", ""vị_trí"", ""nhân_viên"", ""thu_ngân"", ""hoặc"", ""kho"", ""phụ_cấp"", ""tăng"", ""ca"", ""phí"", ""may"", ""đồng_phục"", ""làm"", ""thẻ"", ""trước"", ""khi"", ""đi"", ""hoàn_tất"", ""thanh_toán"", ""trong"", ""hai"", ""ngày"", ""chuyển"", ""cơ_hội"", ""cho"", ""người"", ""khác""]",quản_lý tuyển_dụng chuỗi siêu_thị lớn vị_trí nhân_viên thu_ngân hoặc kho phụ_cấp tăng ca phí may đồng_phục làm thẻ trước khi đi hoàn_tất thanh_toán trong hai ngày chuyển cơ_hội cho người khác
293,"đại diện công ty xuất khẩu lao động uy tín, đi làm việc tại nước ngoài với mức lương cao, phí xử lý hồ sơ và phí dịch thuật giấy tờ, phí đặt cọc hợp đồng trước khi xuất cảnh, suất đi sẽ bị hủy nếu không đóng trong tuần này, hợp đồng dài hạn ở nước ngoài",4,Giả mạo nhà tuyển dụng,"[""đại_diện_công_ty_xuất_khẩu_lao_động_uy_tín"", ""đi_làm_việc_tại_nước_ngoài_với_mức_lương_cao"", ""phí_xử_lý_hồ_sơ_và_phí_dịch_thuật_giấy_tờ"", ""phí_đặt_cọc_hợp_đồng_trước_khi_xuất_cảnh"", ""suất_đi_sẽ_bị_hủy_nếu_không_đóng_trong_tuần_này"", ""hợp_đồng_dài_hạn_ở_nước_ngoài""]","[""đại_diện"", ""công_ty"", ""xuất_khẩu"", ""lao_động"", ""uy_tín"", ""đi"", ""làm_việc"", ""tại"", ""nước_ngoài"", ""với"", ""mức"", ""lương"", ""cao"", ""phí"", ""xử_lý"", ""hồ_sơ"", ""và"", ""dịch_thuật"", ""giấy_tờ"", ""đặt_cọc"", ""hợp_đồng"", ""trước"", ""khi"", ""xuất_cảnh"", ""suất_đi_sẽ_bị_hủy_nếu_không_đóng_trong_tuần_này"", ""dài_hạn"", ""ở""]",đại_diện công_ty xuất_khẩu lao_động uy_tín đi làm_việc tại nước_ngoài với mức lương cao phí xử_lý hồ_sơ và dịch_thuật giấy_tờ đặt_cọc hợp_đồng trước khi xuất_cảnh suất_đi_sẽ_bị_hủy_nếu_không_đóng_trong_tuần_này dài_hạn ở
294,"trưởng nhóm marketing công ty truyền thông, nhân viên marketing online làm việc tại nhà, thu nhập theo hiệu suất và hoa hồng hấp dẫn, phí mua gói phần mềm quảng cáo, khóa đào tạo chiến lược marketing nội bộ, cấp tài khoản quản lý quảng cáo",4,Giả mạo nhà tuyển dụng,"[""trưởng_nhóm_marketing_công_ty_truyền_thông"", ""nhân_viên_marketing_online_làm_việc_tại_nhà"", ""thu_nhập_theo_hiệu_suất_và_hoa_hồng_hấp_dẫn"", ""phí_mua_gói_phần_mềm_quảng_cáo"", ""khóa_đào_tạo_chiến_lược_marketing_nội_bộ"", ""cấp_tài_khoản_quản_lý_quảng_cáo""]","[""trưởng"", ""nhóm"", ""marketing"", ""công_ty"", ""truyền_thông"", ""nhân_viên"", ""online"", ""làm_việc"", ""tại"", ""nhà"", ""thu_nhập"", ""theo"", ""hiệu_suất"", ""và"", ""hoa_hồng"", ""hấp_dẫn"", ""phí"", ""mua"", ""gói"", ""phần_mềm"", ""quảng_cáo"", ""khóa"", ""đào_tạo"", ""chiến_lược"", ""nội_bộ"", ""cấp"", ""tài_khoản"", ""quản_lý""]",trưởng nhóm marketing công_ty truyền_thông nhân_viên online làm_việc tại nhà thu_nhập theo hiệu_suất và hoa_hồng hấp_dẫn phí mua gói phần_mềm quảng_cáo khóa đào_tạo chiến_lược nội_bộ cấp tài_khoản quản_lý
295,"chuyên viên tuyển dụng sàn thương mại điện tử lớn, vị trí xử lý đơn hàng hoặc chăm sóc khách hàng trực tuyến, môi trường trẻ trung và thu nhập ổn định, phí kích hoạt tài khoản làm việc, phí đào tạo quy trình xử lý đơn hàng, chỉ còn vài suất tuyển dụng, xác nhận tham gia ngay trong ngày",4,Giả mạo nhà tuyển dụng,"[""chuyên_viên_tuyển_dụng_sàn_thương_mại_điện_tử_lớn"", ""vị_trí_xử_lý_đơn_hàng_hoặc_chăm_sóc_khách_hàng_trực_tuyến"", ""môi_trường_trẻ_trung_và_thu_nhập_ổn_định"", ""phí_kích_hoạt_tài_khoản_làm_việc"", ""phí_đào_tạo_quy_trình_xử_lý_đơn_hàng"", ""chỉ_còn_vài_suất_tuyển_dụng"", ""xác_nhận_tham_gia_ngay_trong_ngày""]","[""chuyên_viên"", ""tuyển_dụng"", ""sàn"", ""thương_mại"", ""điện_tử"", ""lớn"", ""vị_trí"", ""xử_lý"", ""đơn"", ""hàng"", ""hoặc"", ""chăm_sóc"", ""khách_hàng"", ""trực_tuyến"", ""môi_trường"", ""trẻ_trung"", ""và"", ""thu_nhập"", ""ổn_định"", ""phí"", ""kích_hoạt"", ""tài_khoản"", ""làm_việc"", ""đào_tạo"", ""quy_trình"", ""chỉ"", ""còn"", ""vài"", ""suất"", ""xác_nhận"", ""tham_gia"", ""ngay"", ""trong"", ""ngày""]",chuyên_viên tuyển_dụng sàn thương_mại điện_tử lớn vị_trí xử_lý đơn hàng hoặc chăm_sóc khách_hàng trực_tuyến môi_trường trẻ_trung và thu_nhập ổn_định phí kích_hoạt tài_khoản làm_việc đào_tạo quy_trình chỉ còn vài suất xác_nhận tham_gia ngay trong ngày
296,"quản lý tuyển dụng chuỗi spa thẩm mỹ cao cấp, vị trí tư vấn viên hoặc kỹ thuật viên chăm sóc da, thu nhập cao theo doanh số, phí đào tạo tay nghề bắt buộc, phí mua bộ dụng cụ cá nhân theo tiêu chuẩn spa, giữ chỗ đào tạo trong vòng hai mươi bốn giờ",4,Giả mạo nhà tuyển dụng,"[""quản_lý_tuyển_dụng_chuỗi_spa_thẩm_mỹ_cao_cấp"", ""vị_trí_tư_vấn_viên_hoặc_kỹ_thuật_viên_chăm_sóc_da"", ""thu_nhập_cao_theo_doanh_số"", ""phí_đào_tạo_tay_nghề_bắt_buộc"", ""phí_mua_bộ_dụng_cụ_cá_nhân_theo_tiêu_chuẩn_spa"", ""giữ_chỗ_đào_tạo_trong_vòng_hai_mươi_bốn_giờ""]","[""quản_lý"", ""tuyển_dụng"", ""chuỗi"", ""spa"", ""thẩm_mỹ"", ""cao_cấp"", ""vị_trí"", ""tư_vấn"", ""viên"", ""hoặc"", ""kỹ_thuật_viên"", ""chăm_sóc"", ""da"", ""thu_nhập"", ""cao"", ""theo"", ""doanh_số"", ""phí"", ""đào_tạo"", ""tay_nghề"", ""bắt_buộc"", ""mua"", ""bộ"", ""dụng_cụ"", ""cá_nhân"", ""tiêu_chuẩn"", ""giữ"", ""chỗ"", ""trong"", ""vòng"", ""hai"", ""mươi"", ""bốn"", ""giờ""]",quản_lý tuyển_dụng chuỗi spa thẩm_mỹ cao_cấp vị_trí tư_vấn viên hoặc kỹ_thuật_viên chăm_sóc da thu_nhập cao theo doanh_số phí đào_tạo tay_nghề bắt_buộc mua bộ dụng_cụ cá_nhân tiêu_chuẩn giữ chỗ trong vòng hai mươi bốn giờ
297,"mở rộng thị trường khu vực, có mối quan hệ xã hội tốt, hoa hồng rất cao mỗi tháng, cấp mã số đại lý bảo hiểm, đợt thi chứng chỉ nội bộ, kích hoạt hệ thống quản lý khách hàng, bỏ lỡ đợt này phải chờ khóa sau",4,Giả mạo nhà tuyển dụng,"[""mở_rộng_thị_trường_khu_vực"", ""có_mối_quan_hệ_xã_hội_tốt"", ""hoa_hồng_rất_cao_mỗi_tháng"", ""cấp_mã_số_đại_lý_bảo_hiểm"", ""đợt_thi_chứng_chỉ_nội_bộ"", ""kích_hoạt_hệ_thống_quản_lý_khách_hàng"", ""bỏ_lỡ_đợt_này_phải_chờ_khóa_sau""]","[""mở_rộng"", ""thị_trường"", ""khu_vực"", ""có"", ""mối"", ""quan_hệ"", ""xã_hội"", ""tốt"", ""hoa_hồng"", ""rất"", ""cao"", ""mỗi"", ""tháng"", ""cấp"", ""mã_số"", ""đại_lý"", ""bảo_hiểm"", ""đợt"", ""thi"", ""chứng_chỉ"", ""nội_bộ"", ""kích_hoạt"", ""hệ_thống"", ""quản_lý"", ""khách_hàng"", ""bỏ_lỡ_đợt_này_phải_chờ_khóa_sau""]",mở_rộng thị_trường khu_vực có mối quan_hệ xã_hội tốt hoa_hồng rất cao mỗi tháng cấp mã_số đại_lý bảo_hiểm đợt thi chứng_chỉ nội_bộ kích_hoạt hệ_thống quản_lý khách_hàng bỏ_lỡ_đợt_này_phải_chờ_khóa_sau
298,"thiếu nhân sự ca đêm cần bổ sung gấp, phụ cấp ban đêm cao hơn bình thường, không yêu cầu kinh nghiệm, thẻ an ninh kho hàng, hai suất cuối cùng trong tuần này, hoàn tất thủ tục trước khi nhận ca",4,Giả mạo nhà tuyển dụng,"[""thiếu_nhân_sự_ca_đêm_cần_bổ_sung_gấp"", ""phụ_cấp_ban_đêm_cao_hơn_bình_thường"", ""không_yêu_cầu_kinh_nghiệm"", ""thẻ_an_ninh_kho_hàng"", ""hai_suất_cuối_cùng_trong_tuần_này"", ""hoàn_tất_thủ_tục_trước_khi_nhận_ca""]","[""thiếu"", ""nhân_sự"", ""ca"", ""đêm"", ""cần"", ""bổ_sung"", ""gấp"", ""phụ_cấp"", ""ban_đêm"", ""cao"", ""hơn"", ""bình_thường"", ""không"", ""yêu_cầu_kinh_nghiệm"", ""thẻ"", ""an_ninh"", ""kho"", ""hàng"", ""hai"", ""suất"", ""cuối_cùng"", ""trong"", ""tuần"", ""này"", ""hoàn_tất"", ""thủ_tục"", ""trước"", ""khi"", ""nhận""]",thiếu nhân_sự ca đêm cần bổ_sung gấp phụ_cấp ban_đêm cao hơn bình_thường không yêu_cầu_kinh_nghiệm thẻ an_ninh kho hàng hai suất cuối_cùng trong tuần này hoàn_tất thủ_tục trước khi nhận
299,"tổng đài viên, làm tại nhà, thưởng hiệu suất, tai nghe chuyên dụng, huấn luyện trực tuyến, cấp tài khoản, chuyển tiền trước, né tránh hợp đồng, xác nhận tham gia",4,Giả mạo nhà tuyển dụng,"[""tổng_đài_viên"", ""làm_tại_nhà"", ""thưởng_hiệu_suất"", ""tai_nghe_chuyên_dụng"", ""huấn_luyện_trực_tuyến"", ""cấp_tài_khoản"", ""chuyển_tiền_trước"", ""né_tránh_hợp_đồng"", ""xác_nhận_tham_gia""]","[""tổng_đài_viên"", ""làm_tại_nhà"", ""thưởng"", ""hiệu_suất"", ""tai_nghe"", ""chuyên_dụng"", ""huấn_luyện"", ""trực_tuyến"", ""cấp"", ""tài_khoản"", ""chuyển_khoản"", ""né_tránh"", ""hợp_đồng"", ""xác_nhận"", ""tham_gia""]",tổng_đài_viên làm_tại_nhà thưởng hiệu_suất tai_nghe chuyên_dụng huấn_luyện trực_tuyến cấp tài_khoản chuyển_khoản né_tránh hợp_đồng xác_nhận tham_gia
300,"quản lý dự án, giám sát công trình, phụ cấp công trường, hỗ trợ chỗ ở, an toàn lao động, đơn vị liên kết, chứng nhận nội bộ, trước ngày khởi công, hoàn tất hồ sơ",4,Giả mạo nhà tuyển dụng,"[""quản_lý_dự_án"", ""giám_sát_công_trình"", ""phụ_cấp_công_trường"", ""hỗ_trợ_chỗ_ở"", ""an_toàn_lao_động"", ""đơn_vị_liên_kết"", ""chứng_nhận_nội_bộ"", ""trước_ngày_khởi_công"", ""hoàn_tất_hồ_sơ""]","[""quản_lý"", ""dự_án"", ""giám_sát"", ""công_trình"", ""phụ_cấp"", ""công_trường"", ""hỗ_trợ"", ""chỗ"", ""ở"", ""an_toàn"", ""lao_động"", ""đơn_vị"", ""liên_kết"", ""chứng_nhận"", ""nội_bộ"", ""trước"", ""ngày"", ""khởi_công"", ""hoàn_tất"", ""hồ_sơ""]",quản_lý dự_án giám_sát công_trình phụ_cấp công_trường hỗ_trợ chỗ ở an_toàn lao_động đơn_vị liên_kết chứng_nhận nội_bộ trước ngày khởi_công hoàn_tất hồ_sơ
301,"công ty phần mềm, dự án nước ngoài, lương ngoại tệ, lập trình viên, tài khoản máy chủ, cài đặt bảo mật, hợp đồng thử việc, hoàn tiền, truy cập hệ thống",4,Giả mạo nhà tuyển dụng,"[""công_ty_phần_mềm"", ""dự_án_nước_ngoài"", ""lương_ngoại_tệ"", ""lập_trình_viên"", ""tài_khoản_máy_chủ"", ""cài_đặt_bảo_mật"", ""hợp_đồng_thử_việc"", ""hoàn_tiền"", ""truy_cập_hệ_thống""]","[""công_ty"", ""phần_mềm"", ""dự_án"", ""nước_ngoài"", ""lương"", ""ngoại_tệ"", ""lập_trình_viên"", ""tài_khoản"", ""máy_chủ"", ""cài_đặt"", ""bảo_mật"", ""hợp_đồng"", ""thử"", ""việc"", ""hoàn_tiền"", ""truy_cập"", ""hệ_thống""]",công_ty phần_mềm dự_án nước_ngoài lương ngoại_tệ lập_trình_viên tài_khoản máy_chủ cài_đặt bảo_mật hợp_đồng thử việc hoàn_tiền truy_cập hệ_thống
302,"hợp đồng lớn, tuyển công nhân gấp, lương theo sản lượng, phụ cấp chuyên cần, tập huấn vệ sinh, quy định bắt buộc, vào dây chuyền, không hoàn lại",4,Giả mạo nhà tuyển dụng,"[""hợp_đồng_lớn"", ""tuyển_công_nhân_gấp"", ""lương_theo_sản_lượng"", ""phụ_cấp_chuyên_cần"", ""tập_huấn_vệ_sinh"", ""quy_định_bắt_buộc"", ""vào_dây_chuyền"", ""không_hoàn_lại""]","[""hợp_đồng"", ""lớn"", ""tuyển"", ""công_nhân"", ""gấp"", ""lương"", ""theo"", ""sản_lượng"", ""phụ_cấp"", ""chuyên_cần"", ""tập_huấn"", ""vệ_sinh"", ""quy_định"", ""bắt_buộc"", ""vào"", ""dây_chuyền"", ""không_hoàn_lại""]",hợp_đồng lớn tuyển công_nhân gấp lương theo sản_lượng phụ_cấp chuyên_cần tập_huấn vệ_sinh quy_định bắt_buộc vào dây_chuyền không_hoàn_lại
